audio,output,flag,username,timestamp
/Users/hernanviscarra/Dropbox/LAVERIX/AI_voice/flagged/audio/tmplyn5fxk4.wav,,,,2023-04-26 10:59:02.102978
/Users/hernanviscarra/Dropbox/LAVERIX/AI_voice/flagged/audio/tmpzhz7fpr1.wav,,,,2023-04-26 17:02:40.218910
